,work_year,experience_level,employment_type,salary,salary_currency,salary_in_usd,company_size,best_indication
891,2022,1,2,144000,10,144000,1,0.0
892,2022,1,2,200100,10,200100,1,1.0
893,2022,1,2,160000,10,160000,1,1.0
894,2022,1,2,70500,10,70500,1,0.0
895,2022,1,2,54000,10,54000,1,0.0
896,2022,1,2,205300,10,205300,1,1.0
897,2022,1,2,140400,10,140400,1,0.0
898,2022,1,2,205300,10,205300,1,1.0
899,2022,1,2,184700,10,184700,1,1.0
900,2022,1,2,175100,10,175100,1,1.0
901,2022,1,2,140250,10,140250,1,0.0
902,2022,1,2,116150,10,116150,1,0.0
903,2022,1,2,99050,10,99050,1,0.0
904,2022,1,2,145000,10,145000,1,0.0
905,2022,1,2,130000,10,130000,1,0.0
906,2022,1,2,112900,10,112900,1,0.0
907,2022,1,2,90320,10,90320,1,0.0
908,2022,2,2,85000,10,85000,1,0.0
909,2022,2,2,75000,10,75000,1,0.0
910,2022,1,2,214000,10,214000,1,1.0
911,2022,1,2,192600,10,192600,1,1.0
912,2022,1,2,266400,10,266400,1,1.0
913,2022,1,2,213120,10,213120,1,1.0
914,2022,1,2,155000,10,155000,1,1.0
915,2022,1,2,115000,10,115000,1,0.0
916,2022,2,2,141300,10,141300,1,0.0
917,2022,2,2,102100,10,102100,1,0.0
918,2022,1,2,115934,10,115934,1,0.0
919,2022,1,2,81666,10,81666,1,0.0
920,2022,2,2,206699,10,206699,1,1.0
921,2022,2,2,99100,10,99100,1,0.0
922,2022,1,2,130000,10,130000,1,0.0
923,2022,1,2,110500,10,110500,1,0.0
924,2022,2,2,50000,30,61927,1,0.0
925,2022,2,2,35000,30,43349,1,0.0
926,2022,1,2,80000,10,80000,1,0.0
927,2022,1,2,60000,10,60000,1,0.0
928,2022,1,2,192564,10,192564,1,1.0
929,2022,1,2,144854,10,144854,1,0.0
930,2022,1,2,230000,10,230000,1,1.0
931,2022,1,2,150000,10,150000,1,1.0
932,2022,1,2,150260,10,150260,1,1.0
933,2022,1,2,109280,10,109280,1,0.0
934,2022,1,2,170000,10,170000,1,1.0
935,2022,1,2,150000,10,150000,1,1.0
936,2022,2,2,160000,10,160000,1,1.0
937,2022,2,2,130000,10,130000,1,0.0
938,2022,3,2,67000,10,67000,1,0.0
939,2022,3,2,52000,10,52000,1,0.0
940,2022,1,2,154000,10,154000,1,1.0
941,2022,1,2,126000,10,126000,1,0.0
942,2022,1,2,129000,10,129000,1,0.0
943,2022,1,2,99000,10,99000,1,0.0
944,2022,1,2,210000,10,210000,1,1.0
945,2022,1,2,140000,10,140000,1,0.0
946,2022,1,2,210000,10,210000,1,1.0
947,2022,1,2,140000,10,140000,1,0.0
948,2022,1,2,210000,10,210000,1,1.0
949,2022,1,2,140000,10,140000,1,0.0
950,2022,1,2,100000,10,100000,1,0.0
951,2022,1,2,69000,10,69000,1,0.0
952,2022,1,2,210000,10,210000,1,1.0
953,2022,1,2,140000,10,140000,1,0.0
954,2022,1,2,150075,10,150075,1,1.0
955,2022,1,2,110925,10,110925,1,0.0
956,2022,1,2,100000,10,100000,1,0.0
957,2022,1,2,25000,10,25000,1,0.0
958,2022,1,2,126500,10,126500,1,0.0
959,2022,1,2,106260,10,106260,1,0.0
960,2022,1,2,220110,10,220110,1,1.0
961,2022,1,2,160080,10,160080,1,1.0
962,2022,1,2,105000,10,105000,1,0.0
963,2022,1,2,100000,10,100000,1,0.0
964,2022,1,2,170000,10,170000,1,1.0
965,2022,1,2,135000,10,135000,1,0.0
966,2022,1,2,230000,10,230000,1,1.0
967,2022,1,2,140000,10,140000,1,0.0
968,2022,2,2,135000,10,135000,1,0.0
969,2022,2,2,50000,10,50000,1,0.0
970,2022,1,2,220000,10,220000,1,1.0
971,2022,1,2,140000,10,140000,1,0.0
972,2022,2,2,140000,30,173397,1,0.0
973,2022,2,2,70000,30,86698,1,0.0
974,2022,1,2,220000,10,220000,1,1.0
975,2022,1,2,120000,10,120000,1,0.0
976,2022,2,2,200000,10,200000,1,1.0
977,2022,2,2,120000,10,120000,1,0.0
978,2022,1,2,120000,10,120000,0,0.0
979,2022,1,2,65000,10,65000,0,0.0
980,2022,4,2,324000,10,324000,1,1.0
981,2022,4,2,216000,10,216000,1,1.0
982,2022,1,2,210000,10,210000,1,1.0
983,2022,1,2,100000,10,100000,1,0.0
984,2022,1,2,185100,10,185100,1,1.0
985,2022,1,2,104890,10,104890,1,0.0
986,2022,1,2,105000,10,105000,1,0.0
987,2022,1,2,80000,10,80000,1,0.0
988,2022,2,2,100000,50,77382,1,0.0
989,2020,1,2,157000,50,117104,2,0.0
990,2022,4,2,250000,50,193455,2,0.0
991,2022,2,2,120000,10,120000,0,0.0
992,2022,2,2,240000,130,35988,2,0.0
993,2022,2,2,1400000,40,17959,1,0.0
994,2022,2,2,2400000,40,30787,2,0.0
995,2022,2,2,53000,20,55802,2,1.0
996,2022,2,1,50000,20,52643,2,1.0
997,2022,3,2,1400000,40,17959,1,0.0
998,2022,2,2,75000,10,75000,2,0.0
999,2022,2,2,157000,10,157000,2,1.0
1000,2022,2,2,90000,50,69643,2,0.0
1001,2022,3,2,65000,10,65000,0,0.0
1002,2022,1,2,65000,20,68436,0,1.0
1003,2021,2,2,109000,10,109000,2,0.0
1004,2022,2,2,88000,50,68096,1,0.0
1005,2022,3,2,10000,10,10000,1,0.0
1006,2022,2,2,20000,10,20000,0,0.0
1007,2021,1,2,87000,20,102839,2,1.0
1008,2022,1,2,200000,10,200000,1,1.0
1009,2022,3,2,66500,50,51459,2,0.0
1010,2022,2,2,78000,10,78000,1,0.0
1011,2022,1,2,135000,10,135000,1,0.0
1012,2022,1,2,115000,10,115000,1,0.0
1013,2022,2,2,121000,60,84491,2,0.0
1014,2022,3,2,40000,10,40000,2,0.0
1015,2022,2,2,30000,20,31586,0,1.0
1016,2022,1,2,57000,20,60013,2,1.0
1017,2020,3,2,48000,20,54742,2,1.0
1018,2022,1,2,85000,20,89494,2,1.0
1019,2022,3,2,120000,60,83793,1,0.0
1020,2022,1,2,165000,10,165000,1,1.0
1021,2022,2,2,153000,10,153000,1,1.0
1022,2022,1,2,100000,10,100000,1,0.0
1023,2022,1,2,100000,50,77382,1,0.0
1024,2022,2,2,150000,80,33681,2,0.0
1025,2022,2,2,75000,10,75000,0,0.0
1026,2020,2,2,20000,10,20000,0,0.0
1027,2022,3,3,29000,20,30533,1,1.0
1028,2021,2,2,69999,10,69999,2,0.0
1029,2022,3,2,52800,20,55591,1,1.0
1030,2022,2,2,59000,20,62119,2,1.0
1031,2022,1,2,152500,10,152500,1,1.0
1032,2022,3,2,120000,10,120000,2,0.0
1033,2022,2,2,135000,10,135000,2,0.0
1034,2022,1,2,405000,10,405000,2,1.0
1035,2021,1,2,150000,10,150000,2,1.0
1036,2021,1,2,240000,10,240000,2,1.0
1037,2021,2,2,135000,10,135000,2,0.0
1038,2021,3,2,80000,10,80000,1,0.0
1039,2022,1,2,380000,10,380000,2,1.0
1040,2022,2,2,115000,160,120221,2,0.0
1041,2022,1,2,177000,10,177000,2,1.0
1042,2022,2,2,62000,20,65278,1,1.0
1043,2022,2,2,48000,10,48000,0,0.0
1044,2022,3,2,20000,10,20000,1,0.0
1045,2021,1,2,220000,10,220000,2,1.0
1046,2021,2,2,8500000,100,77364,0,0.0
1047,2021,2,2,7000000,100,63711,0,0.0
1048,2022,3,2,150000,10,150000,0,1.0
1049,2021,2,2,90000,10,90000,1,0.0
1050,2022,2,4,100000,10,100000,1,0.0
1051,2021,3,2,100000,10,100000,0,0.0
1052,2022,3,1,100000,10,100000,1,0.0
1053,2022,1,2,144000,10,144000,2,0.0
1054,2022,1,2,148000,20,155825,1,1.0
1055,2021,1,2,24000,10,24000,1,0.0
1056,2021,2,2,38400,10,38400,1,0.0
1057,2022,3,2,100000,10,100000,2,0.0
1058,2021,2,2,82500,10,82500,0,0.0
1059,2021,3,2,42000,20,49646,1,1.0
1060,2021,1,2,3000000,40,40570,2,0.0
1061,2022,3,2,120000,10,120000,1,0.0
1062,2022,1,2,80000,20,84229,1,1.0
1063,2021,3,2,20000,10,20000,0,0.0
1064,2022,3,2,125000,10,125000,1,0.0
1065,2021,2,2,700000,40,9466,0,0.0
1066,2021,1,2,120000,10,120000,0,0.0
1067,2021,3,1,8760,20,10354,1,1.0
1068,2021,3,2,80000,30,110037,2,0.0
1069,2022,3,2,20000,20,21057,2,1.0
1070,2021,3,2,50000,10,50000,1,0.0
1071,2021,1,2,200000,10,200000,1,1.0
1072,2021,2,2,60000,10,60000,1,0.0
1073,2021,2,2,200000,10,200000,2,1.0
1074,2021,3,2,100000,10,100000,0,0.0
1075,2021,2,2,100000,10,100000,2,0.0
1076,2021,1,2,70000,20,82744,1,1.0
1077,2020,2,2,51999,20,59303,0,1.0
1078,2021,2,2,53000,20,62649,1,1.0
1079,2021,2,2,60000,30,82528,2,0.0
1080,2021,2,2,170000,10,170000,2,1.0
1081,2021,2,2,150000,10,150000,2,1.0
1082,2021,3,2,55000,10,55000,0,0.0
1083,2021,4,2,250000,10,250000,2,1.0
1084,2021,3,2,80000,10,80000,2,0.0
1085,2020,3,2,70000,10,70000,2,0.0
1086,2021,4,2,110000,20,130026,1,1.0
1087,2021,3,2,54000,20,63831,2,1.0
1088,2020,1,2,60000,20,68428,2,1.0
1089,2021,4,2,85000,10,85000,1,0.0
1090,2021,4,2,230000,10,230000,2,1.0
1091,2021,3,2,125000,10,125000,0,0.0
1092,2021,1,2,120000,10,120000,1,0.0
1093,2020,2,2,450000,10,450000,1,1.0
1094,2020,2,2,41000,20,46759,2,1.0
1095,2020,2,2,65000,20,74130,2,1.0
1096,2021,1,2,159500,50,127221,2,0.0
1097,2021,1,2,144000,10,144000,2,0.0
1098,2021,3,2,13400,10,13400,2,0.0
1099,2021,2,2,95000,50,75774,2,0.0
1100,2021,2,2,150000,10,150000,1,1.0
1101,2020,2,2,103000,10,103000,2,0.0
1102,2021,1,2,153000,10,153000,2,1.0
1103,2021,2,2,90000,10,90000,2,0.0
1104,2021,3,2,90000,10,90000,0,0.0
1105,2021,3,2,60000,10,60000,0,0.0
1106,2021,2,2,50000,10,50000,2,0.0
1107,2021,3,1,12000,10,12000,1,0.0
1108,2021,2,1,400000,40,5409,1,0.0
1109,2021,2,3,270000,10,270000,2,1.0
1110,2021,2,2,68000,50,54238,2,0.0
1111,2021,2,2,40000,20,47282,0,1.0
1112,2021,4,2,130000,20,153667,2,1.0
1113,2021,2,2,110000,80,28476,2,0.0
1114,2021,2,2,110000,10,110000,2,0.0
1115,2021,3,2,60000,30,82528,2,0.0
1116,2020,3,2,250000,10,250000,2,1.0
1117,2021,3,2,50000,20,59102,1,1.0
1118,2021,1,2,80000,10,80000,0,0.0
1119,2020,3,2,10000,10,10000,0,0.0
1120,2020,3,2,138000,10,138000,0,0.0
1121,2021,2,2,140000,10,140000,2,0.0
1122,2021,1,2,67000,20,79197,2,1.0
1123,2021,1,2,170000,10,170000,2,1.0
1124,2021,3,2,80000,10,80000,1,0.0
1125,2020,2,2,45760,10,45760,0,0.0
1126,2021,2,2,100000,10,100000,1,0.0
1127,2021,1,2,45000,20,53192,2,1.0
1128,2021,4,2,235000,10,235000,2,1.0
1129,2021,4,2,150000,10,150000,2,1.0
1130,2020,4,2,70000,20,79833,2,1.0
1131,2021,3,2,225000,10,225000,2,1.0
1132,2021,3,2,65000,20,76833,0,1.0
1133,2020,2,2,44000,20,50180,1,1.0
1134,2021,1,2,75000,20,88654,2,1.0
1135,2021,1,2,75000,30,103160,0,0.0
1136,2021,1,2,82500,30,113476,1,0.0
1137,2021,1,2,80000,20,94564,2,1.0
1138,2021,3,2,2250000,40,30428,2,0.0
1139,2021,1,2,150000,10,150000,1,1.0
1140,2021,1,2,115000,10,115000,0,0.0
1141,2021,2,2,235000,50,187442,2,0.0
1142,2021,2,2,37456,30,51519,2,0.0
1143,2020,2,2,106000,10,106000,2,0.0
1144,2020,2,2,88000,30,112872,2,0.0
1145,2021,2,2,11000000,140,36259,2,0.0
1146,2021,1,2,150000,10,150000,2,1.0
1147,2020,3,1,14000,20,15966,0,1.0
1148,2021,2,2,81000,20,95746,0,1.0
1149,2021,3,2,70000,10,70000,1,0.0
1150,2021,2,2,450000,10,450000,2,1.0
1151,2020,2,2,60000,30,76958,0,0.0
1152,2021,2,2,120000,110,89294,2,0.0
1153,2021,3,2,2200000,40,29751,2,0.0
1154,2021,1,2,276000,10,276000,2,1.0
1155,2020,1,2,188000,10,188000,2,1.0
1156,2021,1,2,160000,10,160000,0,1.0
1157,2020,2,2,105000,10,105000,2,0.0
1158,2021,2,2,200000,10,200000,2,1.0
1159,2021,1,2,174000,10,174000,2,1.0
1160,2021,2,2,93000,10,93000,2,0.0
1161,2021,3,2,2100000,40,28399,1,0.0
1162,2021,1,2,51400,20,60757,2,1.0
1163,2021,3,2,90000,10,90000,0,0.0
1164,2020,2,2,61500,20,70139,2,1.0
1165,2020,3,2,450000,40,6072,0,0.0
1166,2020,1,2,720000,150,33511,0,0.0
1167,2021,1,2,170000,10,170000,1,1.0
1168,2021,1,2,70000,30,96282,2,0.0
1169,2021,2,2,108000,90,12103,1,0.0
1170,2021,3,2,31000,20,36643,2,1.0
1171,2021,2,2,52500,30,72212,2,0.0
1172,2020,3,2,91000,10,91000,2,0.0
1173,2021,1,2,125000,50,99703,1,0.0
1174,2021,1,2,165000,10,165000,2,1.0
1175,2021,2,2,80000,10,80000,2,0.0
1176,2021,1,2,130000,50,103691,2,0.0
1177,2021,3,2,1600000,40,21637,1,0.0
1178,2020,3,2,42000,10,42000,2,0.0
1179,2020,2,2,115000,10,115000,2,0.0
1180,2021,2,2,80000,50,63810,1,0.0
1181,2020,1,2,260000,10,260000,0,1.0
1182,2021,2,2,110000,10,110000,0,0.0
1183,2021,2,2,180000,10,180000,2,1.0
1184,2021,1,2,200000,10,200000,2,1.0
1185,2020,1,2,85000,30,109024,1,0.0
1186,2021,1,2,200000,10,200000,2,1.0
1187,2021,1,2,256000,10,256000,0,1.0
1188,2021,2,2,110000,10,110000,2,0.0
1189,2020,2,2,70000,20,79833,2,1.0
1190,2021,3,2,72500,10,72500,2,0.0
1191,2021,1,2,185000,10,185000,2,1.0
1192,2021,2,1,59000,20,69741,2,1.0
1193,2021,3,2,100000,10,100000,2,0.0
1194,2021,2,2,112000,10,112000,2,0.0
1195,2020,1,2,150000,10,150000,2,1.0
1196,2021,1,2,180000,90,20171,2,0.0
1197,2021,1,2,55000,10,55000,2,0.0
1198,2021,3,2,58000,10,58000,2,0.0
1199,2021,3,2,100000,10,100000,1,0.0
1200,2021,1,2,65720,20,77684,1,1.0
1201,2021,3,2,85000,10,85000,0,0.0
1202,2021,3,2,65000,20,76833,2,1.0
1203,2021,1,3,105000,10,105000,1,0.0
1204,2020,3,2,72000,10,72000,2,0.0
1205,2021,3,2,55000,20,65013,1,1.0
1206,2021,2,2,250000,90,28016,1,0.0
1207,2021,2,2,111775,10,111775,1,0.0
1208,2021,2,2,93150,10,93150,1,0.0
1209,2021,1,2,160000,10,160000,0,1.0
1210,2021,2,2,21600,20,25532,0,1.0
1211,2021,1,2,4900000,40,66265,2,0.0
1212,2021,2,2,1250000,40,16904,0,0.0
1213,2021,1,2,54000,20,63831,2,1.0
1214,2020,1,2,190000,10,190000,0,1.0
1215,2021,4,2,120000,20,141846,2,1.0
1216,2021,3,2,1200000,40,16228,2,0.0
1217,2021,1,2,90000,50,71786,1,0.0
1218,2020,2,2,11000000,140,35735,2,0.0
1219,2021,1,2,135000,10,135000,2,0.0
1220,2021,3,2,21000,20,24823,1,1.0
1221,2021,1,2,4000000,40,54094,2,0.0
1222,2021,1,2,1799997,40,24342,2,0.0
1223,2021,3,2,9272,10,9272,0,0.0
1224,2021,2,2,147000,10,147000,2,0.0
1225,2021,1,2,120500,50,96113,2,0.0
1226,2021,1,2,174000,10,174000,2,1.0
1227,2020,2,2,135000,10,135000,2,0.0
1228,2021,3,2,21844,10,21844,1,0.0
1229,2020,1,2,125000,10,125000,0,0.0
1230,2020,3,2,45000,20,51321,0,1.0
1231,2020,2,2,3000000,40,40481,2,0.0
1232,2021,4,2,59000,20,69741,0,1.0
1233,2021,1,2,50000,10,50000,1,0.0
1234,2021,2,2,4000,10,4000,1,0.0
1235,2020,3,2,35000,20,39916,1,1.0
1236,2020,2,2,87000,10,87000,2,0.0
1237,2021,2,2,22000,20,26005,2,1.0
1238,2021,2,2,76760,20,90734,2,1.0
1239,2021,2,2,1672000,40,22611,2,0.0
1240,2021,2,2,420000,40,5679,0,0.0
1241,2021,3,2,81000,10,81000,0,0.0
1242,2021,2,2,30400000,180,40038,2,0.0
1243,2021,2,2,58000,150,2859,0,0.0
1244,2021,3,2,90000,10,90000,0,0.0
1245,2021,2,2,52000,20,61467,1,1.0
1246,2021,1,2,195000,10,195000,1,1.0
1247,2021,2,2,32000,20,37825,2,1.0
1248,2020,2,2,85000,10,85000,2,0.0
1249,2021,4,3,416000,10,416000,0,1.0
1250,2021,1,2,225000,10,225000,2,1.0
1251,2021,2,2,40900,30,56256,2,0.0
1252,2021,2,2,2500000,40,33808,1,0.0
1253,2021,2,2,85000,30,116914,2,0.0
1254,2021,2,2,180000,80,46597,2,0.0
1255,2020,2,2,8000,10,8000,2,0.0
1256,2020,3,2,4450000,100,41689,0,0.0
1257,2020,1,2,100000,20,114047,0,1.0
1258,2021,2,2,75000,20,88654,1,1.0
1259,2020,3,2,423000,40,5707,1,0.0
1260,2020,2,2,56000,10,56000,1,0.0
1261,2021,3,1,180000,120,28609,0,0.0
1262,2021,2,2,75000,20,88654,2,1.0
1263,2020,2,2,299000,130,43331,1,0.0
1264,2020,2,2,450000,40,6072,2,0.0
1265,2020,1,2,42000,20,47899,2,1.0
1266,2020,2,2,98000,10,98000,1,0.0
1267,2021,2,2,48000,30,66022,0,0.0
1268,2021,2,2,48000,20,56738,0,1.0
1269,2021,2,2,21000,20,24823,2,1.0
1270,2021,1,2,120000,10,120000,2,0.0
1271,2021,2,4,20000,10,20000,2,0.0
1272,2020,4,2,325000,10,325000,2,1.0
1273,2021,1,2,200000,10,200000,2,1.0
1274,2020,3,2,300000,120,45896,0,0.0
1275,2021,2,2,160000,10,160000,2,1.0
1276,2021,1,2,50000,10,50000,0,0.0
1277,2021,2,2,34000,20,40189,1,1.0
1278,2021,4,2,600000,10,600000,2,1.0
1279,2021,2,2,69600,70,12901,0,0.0
1280,2021,1,2,165000,10,165000,1,1.0
1281,2021,3,2,435000,40,5882,2,0.0
1282,2020,2,2,37000,20,42197,0,1.0
1283,2021,1,2,185000,10,185000,2,1.0
1284,2020,3,2,55000,20,62726,0,1.0
1285,2021,2,2,76760,20,90734,2,1.0
1286,2020,3,1,19000,20,21669,0,1.0
1287,2020,2,2,110000,10,110000,2,0.0
1288,2021,1,2,140000,10,140000,2,0.0
1289,2020,1,2,120000,10,120000,2,0.0
1290,2021,1,2,110000,50,87738,0,0.0
1291,2021,1,2,45000,30,61896,2,0.0
1292,2021,2,4,12000,10,12000,1,0.0
1293,2021,1,2,65000,20,76833,0,1.0
1294,2021,2,2,74000,10,74000,0,0.0
1295,2021,1,2,152000,10,152000,2,1.0
1296,2021,2,2,18000,10,18000,0,0.0
1297,2020,1,4,60000,10,60000,0,0.0
1298,2021,2,2,130000,10,130000,2,0.0
1299,2021,1,2,102000,70,18907,1,0.0
1300,2021,3,2,50000,20,59102,2,1.0
1301,2021,1,2,147000,20,173762,1,1.0
1302,2020,1,2,130000,20,148261,1,1.0
1303,2020,2,2,34000,20,38776,1,1.0
1304,2021,2,2,39600,20,46809,1,1.0
1305,2021,3,2,4000,10,4000,1,0.0
1306,2021,3,2,1335000,40,18053,0,0.0
1307,2020,1,2,80000,20,91237,0,1.0
1308,2020,2,2,55000,20,62726,0,1.0
1309,2021,2,2,115000,10,115000,2,0.0
1310,2021,1,2,235000,10,235000,2,1.0
1311,2021,2,2,1450000,40,19609,2,0.0
1312,2021,3,1,12000,10,12000,0,0.0
1313,2021,2,2,75000,10,75000,2,0.0
1314,2021,2,2,62000,10,62000,2,0.0
1315,2021,2,2,73000,10,73000,2,0.0
1316,2021,2,2,38400,20,45391,2,1.0
1317,2020,1,2,190200,10,190200,1,1.0
1318,2020,2,2,118000,10,118000,1,0.0
1319,2020,2,2,138350,10,138350,1,0.0
1320,2020,2,2,130800,10,130800,1,0.0
1321,2020,1,2,40000,20,45618,0,1.0
1322,2021,1,2,168000,10,168000,0,1.0
1323,2021,2,2,160000,110,119059,1,0.0
1324,2021,2,2,423000,10,423000,2,1.0
1325,2021,2,2,24000,20,28369,2,1.0
1326,2021,1,2,165000,10,165000,2,1.0
1327,2020,1,2,412000,10,412000,2,1.0
1328,2021,2,2,151000,10,151000,2,1.0
1329,2020,3,2,105000,10,105000,0,0.0
1330,2020,3,3,100000,10,100000,2,0.0
1331,2021,1,2,7000000,40,94665,2,0.0
